neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
0,12,40.71394,-73.95669,1,255,14,9,1,326
0,90,40.62985,-74.01738,1,120,2,7,1,0
0,20,40.73237,-73.95952,0,61,10,2,2,0
1,2,40.81332,-73.94869,0,65,1,3,3,3
0,20,40.73547,-73.95495,0,55,2,4,1,0
0,15,40.67837,-73.95422,1,298,2,0,3,189
1,1,40.75174,-73.97213,1,672,2,3,13,266
4,59,40.88165,-73.90633,1,100,2,46,1,10
0,113,40.69404,-73.9875,1,199,1,0,1,0
2,56,40.76838,-73.92564,0,60,2,4,2,177
1,8,40.79532,-73.96344,1,130,9,0,1,0
0,21,40.70561,-73.92378,0,80,2,0,2,0
1,52,40.73334,-73.99416,1,200,2,3,1,0
0,54,40.63458,-73.94554,0,66,2,6,1,88
0,6,40.6938,-73.94836,1,165,3,72,7,226
1,5,40.74409,-73.97167,1,350,3,0,1,0
2,94,40.7105,-73.81589,0,85,5,0,1,177
0,38,40.68597,-73.98507,1,150,7,2,2,0
2,37,40.75947,-73.82263,1,100,30,7,15,294
1,2,40.80666,-73.95703,0,90,2,67,1,63
1,19,40.72564,-73.98682,0,144,4,20,2,94
0,16,40.67257,-73.97775,0,90,1,0,2,0
0,20,40.72572,-73.93909,1,210,2,31,1,0
1,52,40.73325,-73.99971,1,350,2,34,1,10
3,41,40.64262,-74.08066,0,68,2,29,1,57
2,56,40.77028,-73.91665,0,60,3,7,1,0
2,56,40.76972,-73.92662,0,60,1,19,2,250
1,28,40.78269,-73.95288,1,127,1,0,1,0
2,63,40.71089,-73.85384,1,60,4,97,3,273
1,8,40.79787,-73.96802,0,60,4,4,1,0
0,54,40.66393,-73.9279,1,110,1,80,1,81
4,80,40.81941,-73.92762,1,69,2,98,2,193
0,12,40.71341,-73.96554,0,70,4,0,1,0
1,2,40.80194,-73.95602,1,125,2,1,1,0
0,3,40.68448,-73.96385,0,59,3,2,1,0
1,7,40.76557,-73.98949,1,200,3,97,1,60
0,16,40.67242,-73.98614,0,70,1,11,2,0
2,56,40.76022,-73.92617,0,60,1,0,1,0
0,73,40.58779,-73.94703,0,70,1,0,1,0
0,6,40.6897,-73.93078,0,50,4,1,1,0
2,63,40.71677,-73.83398,0,65,1,17,1,188
1,7,40.76093,-73.99103,0,120,1,112,2,76
1,43,40.7105,-74.00641,0,95,1,20,5,0
1,2,40.79971,-73.95175,0,70,4,3,1,0
0,34,40.68003,-73.99039,1,192,2,1,1,0
0,70,40.66402,-73.8979,0,60,7,22,3,68
0,21,40.69467,-73.91444,1,175,4,1,1,188
0,16,40.68107,-73.97876,1,295,30,50,2,208
1,2,40.8255,-73.94119,0,50,3,2,1,0
0,12,40.70829,-73.94369,0,66,3,4,1,0
1,7,40.76163,-73.99008,1,226,2,73,1,56
1,5,40.746,-73.9777,0,250,2,0,1,0
1,19,40.72868,-73.98244,0,530,4,7,1,0
2,56,40.76255,-73.92347,1,106,4,1,1,0
0,21,40.70014,-73.9215,0,40,5,48,1,341
0,21,40.69349,-73.91173,2,34,30,2,5,365
0,15,40.67754,-73.94305,1,140,3,0,1,0
0,15,40.6685,-73.94842,0,50,5,0,2,0
1,2,40.81065,-73.9457,0,125,3,34,1,178
1,14,40.74283,-73.99843,1,245,5,48,1,46
1,4,40.79099,-73.945,1,400,1,0,2,364
0,70,40.67585,-73.87307,1,65,2,53,1,2
1,2,40.81932,-73.94675,0,65,2,24,1,0
2,44,40.69883,-73.90077,0,50,1,2,1,0
0,24,40.66202,-73.96195,1,80,16,0,1,0
0,6,40.68017,-73.93674,0,150,1,0,1,0
1,8,40.79738,-73.96332,0,77,1,52,1,198
1,7,40.76538,-73.98711,0,99,4,6,6,140
1,1,40.75257,-73.96853,1,127,1,0,1,0
2,46,40.68379,-73.79186,0,39,1,15,3,164
1,23,40.71856,-73.98753,0,69,4,0,1,0
1,14,40.73982,-74.0011,1,195,1,71,1,12
1,30,40.84545,-73.94172,0,50,2,1,1,0
2,61,40.70807,-73.73059,1,99,2,15,2,90
1,2,40.82325,-73.95122,0,75,4,10,1,0
0,12,40.70994,-73.94867,0,89,2,50,1,246
1,64,40.7212,-73.99463,1,265,5,87,1,118
0,15,40.67052,-73.93444,1,400,3,19,3,97
1,43,40.70744,-74.01521,1,160,4,32,1,39
1,4,40.8027,-73.9398,2,75,7,1,1,0
0,12,40.71121,-73.95079,1,175,2,3,1,0
0,21,40.70141,-73.92368,0,55,1,9,1,0
0,15,40.66543,-73.95439,1,105,2,55,1,18
1,50,40.73969,-73.98962,1,495,1,43,1,343
0,84,40.69006,-73.86917,1,34,2,93,2,247
0,21,40.69467,-73.92433,0,0,2,16,5,0
1,1,40.75751,-73.96464,1,233,90,0,1,365
1,28,40.76834,-73.95647,0,85,30,11,1,305
1,23,40.71898,-73.98472,0,133,2,1,1,0
0,6,40.68576,-73.9456,0,70,2,57,3,324
0,6,40.68609,-73.9448,0,70,2,45,3,350
0,6,40.68554,-73.94566,0,60,2,60,3,355
0,147,40.66114,-73.91258,1,300,2,11,5,51
0,12,40.70743,-73.96786,1,150,2,8,1,0
0,6,40.69199,-73.95908,0,72,1,1,1,0
1,28,40.77985,-73.94624,1,200,5,4,1,0
0,22,40.6531,-73.96331,1,80,1,2,2,0
0,13,40.68867,-73.97192,0,74,7,3,1,49
1,11,40.73514,-74.00647,1,190,3,2,1,0
1,19,40.72104,-73.97991,0,78,1,8,2,0
1,11,40.73453,-74.00238,1,250,2,2,1,0
1,1,40.75172,-73.97212,0,198,2,9,13,263
2,103,40.76546,-73.87201,1,220,1,5,5,0
1,8,40.80046,-73.96598,0,75,1,5,1,0
0,32,40.69439,-73.99396,1,110,2,1,1,0
4,150,40.85031,-73.90102,1,105,1,23,3,6
2,56,40.76437,-73.91937,1,250,3,3,1,1
0,12,40.71012,-73.96462,0,150,1,39,1,266
3,110,40.59669,-74.08645,0,32,4,45,7,333
1,19,40.73055,-73.98928,1,260,3,24,2,26
1,1,40.74983,-73.98646,0,70,5,1,1,0
1,2,40.82239,-73.95437,1,115,3,5,1,0
2,46,40.68156,-73.76844,0,80,1,19,2,177
0,21,40.69961,-73.92132,0,50,4,0,1,0
0,22,40.65265,-73.96559,0,47,1,18,1,0
0,12,40.70791,-73.93877,1,97,1,2,1,0
1,19,40.72727,-73.98801,0,95,2,26,2,1
0,54,40.65286,-73.93209,0,35,30,3,4,342
1,2,40.82279,-73.95216,0,65,2,2,1,0
0,6,40.67966,-73.9283,0,45,3,4,2,342
0,3,40.68557,-73.96056,0,60,4,0,1,0
2,63,40.71645,-73.85035,0,99,1,3,2,0
2,61,40.70414,-73.74418,0,35,4,0,1,363
2,37,40.76069,-73.83338,1,150,1,19,1,0
1,45,40.80389,-73.96541,0,50,2,2,1,0
1,2,40.81916,-73.94562,0,50,4,20,2,3
1,28,40.77531,-73.95165,1,151,6,2,1,0
2,87,40.73086,-73.85663,0,44,2,12,1,0
2,37,40.75472,-73.80417,0,38,1,66,4,0
1,4,40.79674,-73.94674,1,325,6,15,1,156
1,28,40.7774,-73.96066,1,300,1,0,1,0
0,12,40.70834,-73.94717,1,139,1,115,2,67
4,59,40.88883,-73.90046,1,175,1,10,1,0
1,7,40.76638,-73.99079,1,168,2,4,1,0
1,1,40.74635,-73.98103,1,250,1,0,1,0
1,14,40.7382,-73.99844,1,250,3,17,1,0
0,70,40.6705,-73.87851,1,100,2,6,1,0
0,20,40.72917,-73.95589,1,160,2,3,1,0
1,1,40.75287,-73.97352,0,449,3,0,4,357
0,12,40.70682,-73.94594,0,90,4,3,3,0
1,11,40.72958,-74.00379,1,250,14,0,1,0
0,15,40.66592,-73.94266,1,350,2,0,1,0
1,45,40.80731,-73.96579,0,55,14,3,2,164
0,12,40.71475,-73.94197,0,70,1,1,1,0
0,13,40.68481,-73.9694,1,275,3,62,1,310
1,4,40.792,-73.94522,0,79,1,68,1,0
3,41,40.63975,-74.07774,0,70,31,0,1,365
1,30,40.84617,-73.93781,0,40,3,10,1,0
0,29,40.68048,-73.9654,1,105,2,61,1,239
0,21,40.70463,-73.92428,0,70,2,2,1,0
2,44,40.71239,-73.90517,1,60,6,0,1,0
0,32,40.69093,-73.9929,0,64,7,6,1,0
2,143,40.78881,-73.82882,1,250,2,6,1,311
0,54,40.65441,-73.93009,0,75,3,11,7,330
1,43,40.71015,-74.01281,1,275,2,0,1,0
4,144,40.85217,-73.90239,1,100,2,2,3,26
4,88,40.89756,-73.85639,0,50,1,130,4,148
0,147,40.66255,-73.91342,0,49,2,33,5,0
0,32,40.69969,-73.99393,1,125,2,0,1,0
1,5,40.74844,-73.97713,1,130,30,1,50,364
0,32,40.693,-73.99774,1,118,1,2,1,0
1,5,40.7482,-73.97525,1,150,30,4,50,333
1,23,40.71902,-73.99027,1,300,3,33,1,58
0,147,40.66034,-73.91416,0,49,2,6,5,191
0,15,40.66941,-73.93849,1,245,4,8,1,5
0,6,40.69342,-73.95877,0,60,1,23,3,0
0,12,40.71358,-73.96421,1,160,7,4,1,0
1,8,40.7744,-73.9874,1,275,30,21,25,318
1,4,40.78998,-73.946,1,120,1,61,1,1
0,12,40.7138,-73.94001,1,150,3,8,1,9
1,18,40.87085,-73.9183,0,59,4,19,1,0
1,19,40.72547,-73.98315,1,150,2,2,1,0
1,14,40.74847,-74.00033,1,154,2,3,1,0
0,38,40.68796,-73.98783,1,174,3,5,1,0
1,43,40.70949,-74.01438,1,250,30,22,1,81
1,8,40.7723,-73.98222,1,200,2,3,1,2
4,72,40.83206,-73.91969,2,60,1,2,1,0
0,21,40.70068,-73.92211,0,85,3,3,2,281
0,20,40.72942,-73.95122,1,120,4,9,1,10
1,7,40.76704,-73.98484,1,115,60,5,1,76
0,54,40.63826,-73.93186,0,47,4,21,2,320
1,23,40.72153,-73.98765,1,150,3,28,1,1
0,20,40.72816,-73.95528,1,140,2,4,1,0
0,15,40.66925,-73.92663,0,65,2,81,1,64
1,7,40.76121,-73.99053,0,140,3,116,2,82
0,54,40.63972,-73.93234,0,47,4,27,2,317
0,20,40.72085,-73.94132,1,100,2,5,1,0
1,7,40.75613,-73.99785,2,70,1,0,1,15
2,160,40.66789,-73.79197,1,62,1,53,1,178
1,23,40.72103,-73.98434,0,188,2,2,1,0
0,12,40.711,-73.95827,1,185,2,1,1,0
1,1,40.753,-73.97364,0,252,2,3,13,327
0,22,40.65108,-73.95417,0,44,2,38,4,0
0,6,40.69315,-73.9565,1,180,3,1,1,0
0,6,40.69268,-73.93054,0,50,5,1,1,6
1,5,40.74699,-73.9777,1,799,5,1,1,359
0,20,40.7324,-73.95091,1,180,2,49,1,60
1,48,40.72788,-73.9939,1,180,2,18,1,0
0,111,40.6357,-74.00508,0,170,5,16,1,354
1,5,40.74838,-73.97544,1,186,7,9,1,0
1,1,40.75212,-73.96975,0,82,30,0,2,326
2,56,40.76398,-73.91974,0,90,5,2,1,83
1,4,40.80924,-73.93873,1,172,2,63,1,0
0,12,40.70739,-73.94726,0,60,6,3,2,254
0,20,40.72462,-73.94072,0,0,2,12,2,0
1,30,40.84131,-73.93574,0,52,2,1,1,0
0,15,40.66978,-73.94454,1,184,2,40,1,0
1,9,40.71618,-73.99225,1,145,4,13,1,68
0,6,40.69189,-73.95936,0,65,2,1,1,0
1,8,40.79273,-73.97592,1,100,4,32,1,0
0,21,40.69677,-73.91404,1,74,7,9,1,61
1,23,40.721,-73.99147,1,200,2,3,1,38
1,52,40.7328,-73.99899,1,175,1,39,1,55
1,4,40.78784,-73.94931,1,130,1,4,1,0
0,54,40.65226,-73.95166,0,48,2,60,4,9
1,18,40.85927,-73.92966,0,200,3,1,1,0
1,43,40.7074,-74.00151,1,205,30,1,33,332
2,178,40.68507,-73.73342,1,90,15,0,1,180
0,6,40.68303,-73.95431,1,130,3,58,1,295
0,3,40.68153,-73.9605,0,149,2,5,1,0
1,1,40.7538,-73.97355,0,389,3,3,4,357
1,19,40.72321,-73.98327,0,250,2,0,1,0
1,1,40.75371,-73.97226,1,699,3,3,4,324
0,13,40.68703,-73.97575,0,67,3,1,1,0
1,5,40.74969,-73.97937,1,135,2,5,1,0
0,21,40.70763,-73.92223,0,90,1,0,1,0
1,19,40.72132,-73.98068,0,83,2,1,2,0
0,6,40.68163,-73.95558,0,37,7,15,2,71
1,2,40.82736,-73.95292,0,65,1,41,1,81
0,12,40.70838,-73.94645,1,0,5,3,1,73
0,15,40.67502,-73.95732,1,100,1,2,1,0
1,1,40.76033,-73.96946,1,270,1,154,3,234
0,54,40.65312,-73.93413,0,35,30,5,4,263
1,26,40.7433,-73.9807,1,120,20,0,1,0
0,6,40.68539,-73.93638,0,67,2,23,1,0
1,28,40.77439,-73.95489,0,85,2,2,1,0
1,28,40.77205,-73.95128,1,225,2,3,1,0
0,20,40.72992,-73.96,0,200,2,11,1,179
1,1,40.75328,-73.97193,0,389,3,2,4,357
0,12,40.71453,-73.9551,1,182,5,62,2,28
2,37,40.75777,-73.81172,0,54,2,65,6,361
1,23,40.7147,-73.98994,1,400,3,5,1,26
2,56,40.77326,-73.92677,0,50,4,1,1,0
1,8,40.78696,-73.97293,2,125,3,0,1,0
2,39,40.74317,-73.92532,1,140,3,40,1,42
0,6,40.68173,-73.91342,0,0,1,93,6,176
0,6,40.68279,-73.9117,0,0,1,95,6,232
0,6,40.68258,-73.91284,0,0,1,95,6,222
1,52,40.73056,-73.99357,1,99,1,0,1,0
0,12,40.70942,-73.94897,0,105,2,48,2,46
1,23,40.72008,-73.98786,1,139,5,12,1,25
0,21,40.70011,-73.92241,0,100,1,132,2,74
0,82,40.57688,-73.95308,1,130,3,22,1,134
1,8,40.77068,-73.98674,1,229,30,0,33,364
1,2,40.82232,-73.93647,0,77,3,92,1,200
0,21,40.69543,-73.92324,0,75,4,4,1,0
1,30,40.84877,-73.93821,1,65,4,0,1,0
0,12,40.71215,-73.95177,0,80,5,1,1,0
0,75,40.61765,-74.03406,0,125,9,0,1,365
0,6,40.69232,-73.93864,0,65,3,15,2,109
1,26,40.74266,-73.9792,1,220,7,36,1,91
0,12,40.71194,-73.94892,0,150,2,0,1,0
0,6,40.68919,-73.9335,0,60,2,1,1,365
0,12,40.70789,-73.96755,1,180,5,12,1,0
1,14,40.7459,-73.99867,0,165,3,4,2,0
1,19,40.72945,-73.98203,0,75,1,3,2,0
1,2,40.81793,-73.94017,0,100,1,9,2,90
0,79,40.65198,-74.00763,1,120,2,7,1,0
0,6,40.68459,-73.95732,1,179,3,52,1,185
2,85,40.69606,-73.77311,0,125,1,0,1,179
1,5,40.75035,-73.97907,2,49,3,93,2,26
1,5,40.74946,-73.9785,2,49,3,103,2,22
0,21,40.70188,-73.92062,0,90,4,17,1,0
0,22,40.64923,-73.95273,0,50,2,26,4,0
1,7,40.76154,-73.99306,1,499,2,16,1,240
0,0,40.64179,-73.97941,0,36,2,13,4,231
0,84,40.68185,-73.88128,1,5000,2,4,1,0
1,23,40.71798,-73.98418,1,275,2,17,1,171
0,22,40.65099,-73.96283,1,80,60,46,1,54
4,88,40.88698,-73.86049,0,35,2,16,3,156
0,29,40.67984,-73.9703,0,90,2,0,1,0
0,70,40.67262,-73.87391,0,50,1,3,6,179
0,6,40.69574,-73.93975,0,250,2,0,2,173
0,6,40.69366,-73.93794,0,140,1,0,2,173
1,45,40.80627,-73.96354,2,125,4,0,1,0
0,54,40.64641,-73.94956,0,50,1,20,1,244
1,8,40.78875,-73.9679,0,150,2,5,1,0
0,21,40.69455,-73.92715,0,59,1,3,1,0
0,17,40.64931,-73.9733,1,85,3,12,1,5
0,6,40.68568,-73.91923,0,60,30,5,1,178
1,19,40.72601,-73.97674,0,110,7,30,2,82
0,20,40.72546,-73.95558,0,37,1,62,2,359
0,20,40.7228,-73.94538,0,90,1,3,1,0
1,26,40.73963,-73.98166,1,180,5,8,1,0
0,10,40.6628,-73.98349,1,111,2,1,1,0
0,54,40.66047,-73.93743,0,150,3,0,2,0
0,15,40.67183,-73.95277,1,135,7,12,1,0
1,9,40.71405,-73.99291,0,120,3,35,1,337
0,12,40.72028,-73.94152,1,241,5,4,1,0
0,21,40.701,-73.91986,0,69,1,77,2,178
0,6,40.68797,-73.9592,0,150,1,0,1,0
0,21,40.70587,-73.92358,1,94,2,13,2,0
1,28,40.76644,-73.95486,1,130,3,3,1,0
1,8,40.79982,-73.96058,1,135,2,1,1,0
1,7,40.76506,-73.98567,0,70,3,6,6,225
1,7,40.7646,-73.98981,1,290,2,1,1,0
0,34,40.68289,-73.98532,0,95,2,21,1,0
0,12,40.71122,-73.94347,0,53,3,4,1,0
0,6,40.68939,-73.95418,0,58,3,5,1,0
0,15,40.6753,-73.96282,0,80,3,2,1,0
0,54,40.65286,-73.93371,0,33,30,1,4,245
2,37,40.75607,-73.80964,1,198,7,4,7,365
3,212,40.61353,-74.06724,0,55,2,88,1,114
0,21,40.70408,-73.92045,0,150,3,2,3,169
1,4,40.78602,-73.94977,0,100,3,67,1,34
0,6,40.67753,-73.91688,1,129,4,97,1,211
1,53,40.71923,-73.99573,1,138,31,4,11,93
0,54,40.6485,-73.93855,0,40,3,58,3,306
2,106,40.59736,-73.80029,0,35,1,60,3,348
2,106,40.59754,-73.79949,0,50,1,53,3,249
0,54,40.64991,-73.93716,0,40,3,52,3,298
0,12,40.71462,-73.96263,0,57,1,3,1,0
1,1,40.7531,-73.97085,0,115,1,33,1,0
2,37,40.75895,-73.79196,1,80,2,86,1,115
0,20,40.72246,-73.94768,1,210,7,0,1,0
1,7,40.76363,-73.98746,1,379,1,3,3,365
0,6,40.6824,-73.91315,0,48,4,7,1,2
1,30,40.85186,-73.9305,0,37,3,5,1,0
1,18,40.86306,-73.92896,1,175,2,38,1,244
0,84,40.68201,-73.89425,1,50,30,34,1,234
1,8,40.79412,-73.96806,1,173,10,0,1,0
4,213,40.83121,-73.8483,1,450,2,1,2,342
1,28,40.78019,-73.95857,1,225,30,0,33,365
4,171,40.84711,-73.83039,1,80,2,66,1,56
1,1,40.7506,-73.97104,1,176,30,0,33,365
0,22,40.64068,-73.9641,1,165,6,0,1,0
0,15,40.67749,-73.94854,0,125,1,32,2,351
1,68,40.73638,-73.98089,1,239,30,0,33,242
0,24,40.66334,-73.94651,1,130,4,17,1,110
1,4,40.79633,-73.94819,1,104,30,3,1,212
1,14,40.74419,-73.99913,1,225,1,102,1,33
1,43,40.70866,-74.01385,1,178,30,1,33,327
0,3,40.68541,-73.96188,1,114,12,27,1,13
0,6,40.6916,-73.94538,1,130,5,7,2,4
0,16,40.67192,-73.97444,1,230,3,12,1,354
2,49,40.77281,-73.90295,0,60,1,3,8,129
4,177,40.82627,-73.90803,0,65,2,0,1,0
1,52,40.72733,-73.9958,0,150,2,1,1,0
1,19,40.72405,-73.97747,1,150,4,6,1,0
1,19,40.7293,-73.98283,0,100,3,1,1,0
4,66,40.85657,-73.90915,0,55,1,2,1,0
0,13,40.69122,-73.96976,0,75,3,14,1,35
1,52,40.733,-73.99413,1,3900,30,7,1,180
0,12,40.71279,-73.94662,0,65,3,1,1,0
1,2,40.8098,-73.9441,0,89,5,34,1,86
0,6,40.68591,-73.9249,1,159,3,36,2,2
1,53,40.71946,-73.99761,1,170,4,0,1,0
0,6,40.69061,-73.95203,1,115,3,5,2,0
2,44,40.69748,-73.90127,1,125,3,5,1,0
1,11,40.73465,-74.00139,1,325,2,0,1,0
0,15,40.67538,-73.93379,1,165,3,2,4,263
0,3,40.69167,-73.96927,1,129,2,93,1,43
1,1,40.75052,-73.97259,1,350,3,3,2,0
1,28,40.76128,-73.96236,1,90,30,5,8,306
1,68,40.73741,-73.98096,1,216,30,0,33,364
4,120,40.84964,-73.78717,0,50,2,45,1,118
1,19,40.72792,-73.98288,0,110,15,6,1,0
0,54,40.63524,-73.94158,0,55,4,18,1,82
1,43,40.70501,-74.00707,1,300,2,21,1,0
2,37,40.75224,-73.81505,0,49,1,77,4,362
1,11,40.73632,-74.00601,1,158,14,4,1,0
0,21,40.6997,-73.91305,1,97,3,6,1,2
1,8,40.78965,-73.96993,1,95,1,9,1,70
0,100,40.64162,-73.90891,0,100,3,2,4,364
1,2,40.82444,-73.95112,0,65,3,69,1,57
0,15,40.66592,-73.95319,1,100,7,3,1,0
0,21,40.70088,-73.91836,0,50,3,22,2,0
0,12,40.71647,-73.95333,0,75,1,45,2,84
0,15,40.67225,-73.93326,0,55,2,4,2,0
1,2,40.80171,-73.95122,0,55,10,6,1,156
0,21,40.69084,-73.92048,1,175,1,47,2,336
1,19,40.72987,-73.98283,0,100,3,3,1,0
0,12,40.71702,-73.95732,0,75,2,1,1,0
0,6,40.67865,-73.94231,0,75,1,4,3,0
0,21,40.70631,-73.91922,0,35,7,2,1,364
0,20,40.73365,-73.95354,0,53,2,0,1,0
1,28,40.77237,-73.95275,0,95,2,42,1,0
1,68,40.73804,-73.98178,1,175,5,3,1,65
1,9,40.71365,-73.9973,1,180,5,11,1,171
2,118,40.77773,-73.83237,0,55,1,51,1,65
2,49,40.77786,-73.90819,0,79,7,36,1,48
0,35,40.61802,-73.92866,0,30,2,13,1,292
1,30,40.83902,-73.93766,1,50,3,2,1,0
1,28,40.78079,-73.95499,0,150,10,0,2,0
1,28,40.77832,-73.95657,1,133,30,7,91,281
0,20,40.73227,-73.95149,1,496,3,20,1,313
1,14,40.7416,-74.00082,0,75,30,2,1,188
1,19,40.7244,-73.97732,0,100,1,33,2,124
0,35,40.62724,-73.93043,1,1700,1,0,1,365
1,9,40.71611,-73.99405,0,80,25,8,1,0
1,2,40.80482,-73.95107,0,123,2,54,2,0
0,6,40.68763,-73.92706,0,30,2,9,1,0
0,33,40.68225,-73.99116,0,50,1,12,1,0
0,12,40.70929,-73.95381,1,195,2,9,1,0
1,2,40.81394,-73.95334,0,69,2,13,9,112
2,46,40.68503,-73.77983,1,150,2,45,4,153
0,6,40.69155,-73.93662,0,49,7,5,1,56
0,54,40.65413,-73.94846,1,95,4,55,1,22
3,41,40.64119,-74.08369,1,109,2,87,1,100
1,30,40.84492,-73.93891,1,105,2,109,1,261
2,25,40.75401,-73.92013,0,49,1,4,1,0
0,16,40.67884,-73.97493,1,120,3,7,1,0
1,2,40.81225,-73.95197,0,69,2,10,9,365
1,4,40.79383,-73.94968,0,85,1,98,2,0
1,28,40.77037,-73.95734,1,120,6,0,1,0
0,32,40.6904,-73.99376,1,135,3,21,1,15
0,6,40.68953,-73.93187,0,49,2,1,1,0
0,21,40.69855,-73.93671,0,100,11,13,3,0
1,64,40.72372,-73.99318,1,250,2,0,1,2
0,54,40.64861,-73.94983,0,48,2,9,4,4
1,18,40.8608,-73.9281,1,87,2,5,1,20
1,45,40.80841,-73.95625,0,85,3,13,2,61
0,6,40.68566,-73.92552,0,48,1,2,1,0
1,2,40.80227,-73.9579,0,90,3,55,1,66
0,21,40.69954,-73.93579,0,60,5,6,1,13
0,15,40.67542,-73.95107,0,50,2,82,1,30
0,0,40.64493,-73.97327,0,85,2,61,2,61
0,12,40.7079,-73.96609,0,70,7,8,1,0
0,16,40.67454,-73.9841,1,125,2,77,1,243
2,183,40.65429,-73.73432,0,45,30,34,5,90
0,3,40.6866,-73.96761,0,88,2,0,1,0
1,28,40.77954,-73.94788,0,89,3,9,1,18
2,183,40.65251,-73.7365,0,42,7,21,5,297
0,22,40.6473,-73.96245,0,50,2,10,1,178
2,25,40.76483,-73.94073,0,120,1,63,6,356
1,18,40.86339,-73.92045,0,60,2,75,1,332
1,8,40.77998,-73.98218,2,62,1,10,1,0
1,1,40.7507,-73.97086,1,175,30,0,33,365
0,12,40.70926,-73.95515,0,76,1,9,1,310
0,54,40.6435,-73.94011,0,47,1,4,1,63
1,1,40.75161,-73.97017,1,175,30,0,33,365
1,30,40.84962,-73.94011,0,60,1,11,1,0
0,6,40.6918,-73.95151,1,200,4,2,1,0
1,1,40.75145,-73.97011,1,175,30,0,33,365
2,124,40.70305,-73.82687,0,55,2,10,1,6
1,1,40.7518,-73.97074,1,220,30,0,33,365
1,2,40.82992,-73.94563,2,60,2,1,2,0
0,6,40.69099,-73.92657,0,50,1,1,1,0
1,1,40.74978,-73.96977,1,175,30,0,33,365
1,2,40.82673,-73.94633,1,75,30,0,1,32
0,12,40.71972,-73.94337,1,250,3,3,2,0
0,21,40.70574,-73.92289,0,85,1,14,2,0
1,52,40.72894,-74.00018,1,174,3,4,1,0
0,21,40.70484,-73.92646,0,100,4,6,1,0
1,19,40.72475,-73.97788,1,260,30,0,1,330
2,87,40.71534,-73.85828,0,75,3,20,1,48
0,6,40.68371,-73.9405,1,160,3,20,1,136
0,6,40.67927,-73.94758,0,88,4,1,1,0
2,44,40.70141,-73.90291,1,170,18,14,2,141
0,12,40.7112,-73.95886,0,95,2,24,1,0
0,6,40.69387,-73.94688,0,62,3,51,3,108
2,56,40.77028,-73.92112,0,45,5,20,1,16
1,7,40.76354,-73.99283,1,100,30,3,31,270
2,39,40.74823,-73.91456,0,60,4,1,1,0
1,28,40.76401,-73.95929,1,211,7,29,1,237
0,16,40.68064,-73.97657,1,100,3,4,1,0
0,38,40.68418,-73.98373,1,250,1,97,2,39
1,2,40.8055,-73.95478,1,125,6,8,1,0
1,9,40.71515,-73.99863,1,145,4,13,1,86
0,20,40.72056,-73.94118,0,116,2,58,1,0
1,2,40.80044,-73.95139,0,50,28,12,1,39
0,6,40.68251,-73.94102,1,175,2,18,1,0
1,1,40.75014,-73.97001,1,175,30,0,33,365
2,85,40.69044,-73.75489,1,246,2,3,4,359
0,22,40.65247,-73.96399,0,44,3,1,3,0
1,19,40.72653,-73.98539,1,99,1,33,1,269
4,42,40.84101,-73.92626,0,62,2,75,5,351
4,88,40.89811,-73.85543,0,55,1,156,4,318
1,2,40.81316,-73.95176,0,69,2,2,9,365
1,2,40.80605,-73.94889,1,150,5,14,1,16
1,28,40.76141,-73.96265,1,125,50,0,8,176
0,21,40.70353,-73.9288,0,80,4,0,1,0
4,42,40.84184,-73.92535,0,42,2,92,5,311
4,42,40.84103,-73.92701,0,42,2,62,5,1
1,30,40.85663,-73.93564,0,50,4,22,1,42
1,2,40.81404,-73.95233,0,69,2,15,9,116
1,7,40.7631,-73.99133,1,145,2,77,1,194
0,79,40.66273,-73.99384,1,58,4,10,1,0
0,15,40.6679,-73.93976,0,65,1,0,1,0
1,30,40.85148,-73.9301,1,175,2,2,1,0
1,2,40.81717,-73.93856,0,100,6,21,1,87
1,7,40.76366,-73.99096,1,135,2,65,1,59
1,19,40.7263,-73.98432,0,120,1,2,2,0
0,21,40.6958,-73.91362,0,49,2,71,1,3
0,12,40.71823,-73.94093,0,48,2,3,1,0
4,88,40.89685,-73.85382,2,55,1,0,1,0
1,14,40.74641,-74.0051,1,435,3,3,2,0
1,165,40.87618,-73.91266,0,93,2,7,3,0
2,85,40.68998,-73.75477,0,60,2,23,4,0
0,21,40.70246,-73.92417,0,42,4,6,2,0
2,87,40.72684,-73.86409,0,40,4,0,1,0
1,4,40.79711,-73.93255,0,88,2,34,1,86
0,21,40.70015,-73.93951,2,85,1,0,1,0
0,15,40.67262,-73.92534,0,60,2,41,4,320
0,21,40.70256,-73.92094,0,58,1,79,2,178
0,100,40.62944,-73.89678,1,90,2,73,1,318
1,165,40.87519,-73.91245,0,65,2,5,3,112
0,6,40.68361,-73.93883,0,76,3,6,1,0
0,6,40.68462,-73.93724,1,74,4,1,1,0
0,6,40.69154,-73.93191,0,95,1,87,1,31
0,20,40.72591,-73.95645,1,210,2,103,1,268
1,2,40.8204,-73.93867,0,50,1,2,1,0
2,56,40.77039,-73.92626,1,93,7,1,1,0
0,6,40.68181,-73.94214,1,250,1,3,1,51
1,11,40.73476,-74.00477,1,269,4,10,1,10
1,2,40.81968,-73.95831,0,70,1,36,2,169
